Tanggal,Tavg,RH_avg,RR,ss
2023-12-20,28.4,66.0,0.0,11.9
2023-12-21,28.5,72.0,0.0,11.4
2023-12-22,28.2,68.0,0.0,10.3
2023-12-23,29.5,77.0,0.0,9.1
2023-12-24,28.3,81.0,0.0,10.7
2023-12-25,29.0,81.0,0.0,9.0
2023-12-26,28.9,79.0,0.0,10.0
2023-12-27,28.5,84.0,0.0,9.6
2023-12-28,28.2,86.0,0.6,7.1
2023-12-29,29.2,80.0,15.0,7.8
2023-12-30,29.5,80.0,0.0,8.4
2023-12-31,29.2,81.0,10.0,10.5
2024-01-01,29.8,82.0,5.0,5.6
2024-01-02,29.6,82.0,0.0,11.2
2024-01-03,29.3,82.0,0.0,10.5
2024-01-04,28.1,86.0,2.3,9.3
2024-01-05,27.2,89.0,34.2,7.2
2024-01-06,28.0,89.0,4.2,0.2
2024-01-07,27.8,84.0,7.0,2.1
2024-01-08,27.7,86.0,6.366666666666666,8.0
2024-01-09,27.5,86.0,5.733333333333333,7.0
2024-01-10,28.9,83.0,5.1,8.5
2024-01-11,28.6,82.0,0.0,9.4
2024-01-12,29.0,70.0,0.0,8.8
2024-01-13,29.3,66.0,0.0,11.0
2024-01-14,29.4,76.0,0.0,10.3
2024-01-15,29.1,80.0,0.0,10.2
2024-01-16,27.0,88.0,9.7,10.2
2024-01-17,27.9,84.0,19.4,2.7
2024-01-18,25.9,92.0,1.4,7.7
2024-01-19,27.9,84.0,24.1,1.9
2024-01-20,28.2,74.0,0.0,7.0
2024-01-21,28.3,81.0,0.0,4.2
2024-01-22,28.2,86.0,23.6,8.6
2024-01-23,27.4,87.0,25.4,6.0
2024-01-24,27.5,88.0,5.3,4.3
2024-01-25,28.3,86.0,1.0,0.9
2024-01-26,27.9,88.0,1.1,6.4
2024-01-27,27.1,89.0,4.7,4.6
2024-01-28,27.6,85.0,3.1,5.1
2024-01-29,26.7,89.0,0.0,5.8
2024-01-30,28.2,82.0,4.0,4.1
2024-01-31,26.6,88.0,0.0,11.5
2024-02-01,27.0,85.0,27.9,9.2
2024-02-02,28.4,81.0,0.0,8.2
2024-02-03,27.0,89.0,0.8,11.0
2024-02-04,26.5,92.0,2.0,4.3
2024-02-05,26.5,90.0,27.0,2.7
2024-02-06,27.6,82.0,31.1,3.1
2024-02-07,26.2,89.0,0.0,10.1
2024-02-08,26.1,89.0,18.8,7.5
2024-02-09,26.6,90.0,11.2,6.4
2024-02-10,27.8,86.0,10.2,6.0
2024-02-11,26.7,89.0,0.0,10.7
2024-02-12,26.2,91.0,5.7,3.1
2024-02-13,27.9,86.0,9.6,6.2
2024-02-14,27.6,88.0,4.0,8.4
2024-02-15,27.8,88.0,4.5,5.3
2024-02-16,27.3,88.0,5.0,9.0
2024-02-17,26.8,90.0,5.5,5.4
2024-02-18,28.0,87.0,1.5,6.6
2024-02-19,28.6,86.0,2.2,9.7
2024-02-20,28.6,87.0,0.4,11.0
2024-02-21,28.2,87.0,0.0,9.4
2024-02-22,27.6,91.0,8.6,10.1
2024-02-23,27.8,92.0,17.6,2.2
2024-02-24,28.0,87.0,10.3,2.0
2024-02-25,27.5,91.0,0.0,7.2
2024-02-26,26.9,90.0,13.7,5.1
2024-02-27,27.9,84.0,6.85,6.2
2024-02-28,27.4,88.0,0.0,8.5
2024-02-29,28.1,86.0,0.0,7.5
2024-03-01,28.0,88.0,5.0,11.1
2024-03-02,28.0,87.0,8.7,8.6
2024-03-03,27.7,89.0,0.0,6.3
2024-03-04,28.6,88.0,30.5,8.3
2024-03-05,28.5,86.0,15.25,7.8
2024-03-06,28.8,87.0,0.0,5.7
2024-03-07,27.5,92.0,0.3,7.3
2024-03-08,28.5,87.0,2.6,0.0
2024-03-09,26.6,93.0,0.8,6.9
2024-03-10,26.3,93.0,11.7,1.0
2024-03-11,26.1,91.0,26.8,0.3
2024-03-12,26.7,89.0,18.6,0.0
2024-03-13,27.2,89.0,10.4,1.1
2024-03-14,26.1,91.0,35.0,0.0
2024-03-15,27.3,87.0,45.2,0.0
2024-03-16,27.8,89.0,5.8,4.7
2024-03-17,26.9,91.0,8.9,2.5
2024-03-18,27.1,89.0,21.2,6.4
2024-03-19,27.3,88.0,0.6,5.0
2024-03-20,27.9,86.0,0.0,10.3
2024-03-21,27.7,86.0,0.0,9.2
2024-03-22,27.3,85.0,0.0,8.5
2024-03-23,27.8,82.0,0.0,8.2
2024-03-24,28.0,82.0,0.0,10.2
2024-03-25,28.1,80.0,0.0,10.6
2024-03-26,26.9,86.0,0.0,9.4
2024-03-27,27.8,78.0,11.0,6.3
2024-03-28,28.2,79.0,1.4,9.4
2024-03-29,27.2,88.0,0.0,8.5
2024-03-30,29.2,80.0,20.0,7.1
2024-03-31,28.8,81.0,0.0,11.0
2024-04-01,28.0,87.0,1.0,8.0
2024-04-02,28.4,83.0,1.0,3.8
2024-04-03,28.2,86.0,1.5,9.4
2024-04-04,27.3,90.0,6.7,4.0
2024-04-05,28.6,86.0,11.9,0.6
2024-04-06,27.2,90.0,6.5,3.3
2024-04-07,28.3,88.0,36.5,4.2
2024-04-08,27.8,90.0,17.0,10.7
2024-04-09,28.4,86.0,0.0,0.8
2024-04-10,28.0,86.0,0.0,9.3
2024-04-11,27.2,89.0,1.55,8.9
2024-04-12,28.3,82.0,3.1,7.1
2024-04-13,28.8,82.0,0.0,8.1
2024-04-14,28.5,81.0,0.0,10.3
2024-04-15,29.3,80.0,0.0,10.1
2024-04-16,26.9,90.0,0.0,10.8
2024-04-17,28.8,75.0,1.6,1.0
2024-04-18,29.0,78.0,0.0,7.9
2024-04-19,29.2,76.0,0.0,10.2
2024-04-20,29.1,76.0,0.0,10.4
2024-04-21,28.9,77.0,0.0,10.2
2024-04-22,28.9,80.0,0.0,8.3
2024-04-23,28.2,87.0,0.5,6.8
2024-04-24,28.6,82.0,1.0,2.6
2024-04-25,28.2,87.0,0.0,6.3
2024-04-26,29.1,75.0,0.7,5.8
2024-04-27,29.4,79.0,0.0,10.5
2024-04-28,29.5,70.0,0.0,10.5
2024-04-29,28.5,75.0,0.0,10.5
2024-04-30,28.6,72.0,0.0,10.5
2024-05-01,29.0,71.0,0.0,10.6
2024-05-02,28.8,69.0,0.0,10.7
2024-05-03,28.9,70.0,0.0,10.2
2024-05-04,27.9,70.0,0.0,10.0
2024-05-05,28.5,72.0,0.0,9.8
2024-05-06,28.3,72.0,0.0,8.4
2024-05-07,28.8,70.0,0.0,8.2
2024-05-08,28.8,72.0,0.0,9.9
2024-05-09,28.7,70.0,0.0,9.5
2024-05-10,28.9,72.0,0.0,10.5
2024-05-11,29.1,68.0,0.0,9.3
2024-05-12,28.7,71.0,0.0,10.4
2024-05-13,27.6,68.0,0.0,10.5
2024-05-14,27.6,73.0,0.0,10.3
2024-05-15,28.5,69.0,0.0,10.7
2024-05-16,28.8,71.0,0.0,9.0
2024-05-17,28.6,69.0,0.0,10.7
2024-05-18,28.2,65.0,0.0,10.4
2024-05-19,28.1,67.0,0.0,10.8
2024-05-20,27.6,70.0,0.0,11.0
2024-05-21,28.1,72.0,0.0,7.5
2024-05-22,28.4,75.0,0.0,10.4
2024-05-23,28.5,75.0,0.0,10.0
2024-05-24,29.0,71.0,0.0,8.1
2024-05-25,29.1,70.0,0.0,8.0
2024-05-26,28.8,69.0,0.0,10.5
2024-05-27,28.7,73.0,0.0,10.4
2024-05-28,28.2,75.0,0.0,8.2
2024-05-29,29.0,77.0,0.0,10.7
2024-05-30,29.6,73.0,0.0,10.6
2024-05-31,29.8,68.0,0.0,10.8
2024-06-01,29.8,69.0,0.0,9.8
2024-06-02,28.2,80.0,0.0,10.3
2024-06-03,28.8,70.0,0.0,6.9
2024-06-04,28.4,66.0,0.0,5.8
2024-06-05,28.1,67.0,0.0,9.5
2024-06-06,28.2,72.0,0.0,9.3
2024-06-07,27.3,78.0,0.0,9.7
2024-06-08,28.2,74.0,0.0,7.1
2024-06-09,28.8,71.0,0.0,8.3
2024-06-10,28.1,72.0,0.0,9.2
2024-06-11,27.5,74.0,0.0,8.6
2024-06-12,27.5,68.0,0.0,9.4
2024-06-13,28.3,74.0,0.0,10.5
2024-06-14,27.5,77.0,0.0,7.8
2024-06-15,27.2,75.0,0.0,10.5
2024-06-16,28.0,71.0,0.0,8.9
2024-06-17,27.5,68.0,0.0,10.0
2024-06-18,26.9,67.0,0.0,10.5
2024-06-19,26.8,66.0,0.0,9.9
2024-06-20,26.4,68.0,0.0,10.6
2024-06-21,27.0,67.0,0.0,10.4
2024-06-22,28.1,66.0,0.0,10.3
2024-06-23,27.7,70.0,0.0,10.2
2024-06-24,26.7,77.0,0.0,6.4
2024-06-25,27.3,74.0,0.8,4.2
2024-06-26,27.4,76.0,0.0,8.0
2024-06-27,27.8,77.0,0.0,9.9
2024-06-28,28.4,76.0,0.0,10.8
2024-06-29,28.6,65.0,0.0,10.0
2024-06-30,28.7,66.0,0.0,8.3
