READ_DATE,KWH_EXP,Tavg,RH_avg,RR,ss
2021-06-21,25.03336188541743,26.6,82.0,0.0,9.4
2021-06-22,25.468852123146576,26.8,80.0,0.0,8.0
2021-06-23,24.30012462790436,26.8,84.0,0.0,8.1
2021-06-24,22.119498491634804,26.8,83.0,1.8,5.7
2021-06-25,21.65820488766701,27.2,82.0,6.3999999999999995,7.3
2021-06-26,21.081990601780724,27.5,81.0,11.0,8.3
2021-06-27,20.76517448274344,27.6,79.0,0.0,10.2
2021-06-28,21.277963558442547,27.9,80.0,0.0,7.3
2021-06-29,20.91999179589956,27.7,72.0,0.0,8.1
2021-06-30,21.124296992245338,26.8,70.0,0.0,10.8
2021-07-01,20.950323686313503,26.6,72.0,0.0,9.1
2021-07-02,21.0125093920398,27.1,71.0,0.0,4.3
2021-07-03,21.22983674086412,27.1,69.0,0.0,9.5
2021-07-04,22.2866359267237,26.8,69.0,0.0,10.4
2021-07-05,21.707932733151925,25.8,70.0,0.0,10.6
2021-07-06,20.89999592497457,25.8,72.0,0.0,10.2
2021-07-07,20.11428119652293,27.0,72.0,0.0,9.9
2021-07-08,20.11428119652293,28.4,67.0,0.0,3.0
2021-07-09,20.15448820063238,27.1,75.0,0.0,5.1
2021-07-10,17.500832396888914,27.6,78.0,0.0,4.0
2021-07-11,17.779621257180704,27.7,74.0,0.0,10.5
2021-07-12,17.55262019455137,26.9,75.0,0.0,10.7
2021-07-13,16.47694309550405,26.8,67.0,0.0,10.7
2021-07-14,17.225120088369398,26.7,65.0,0.0,10.9
2021-07-15,17.292431136797227,26.6,64.0,0.0,10.7
2021-07-16,17.42520858855045,26.7,74.0,0.0,10.5
2021-07-17,16.92320009424733,26.4,73.0,0.0,8.0
2021-07-18,15.19369698524516,26.8,71.0,0.0,4.9
2021-07-19,13.632104178695805,26.8,71.0,0.0,9.0
2021-07-20,13.167329210798076,27.39264264264264,10.6,0.0,9.75
2021-07-21,13.465021219117068,27.5,71.0,0.0,10.5
2021-07-22,12.614462100879916,26.9,75.0,0.0,7.9
2021-07-23,12.96537092015842,26.9,70.0,0.0,10.4
2021-07-24,11.623605149751157,26.7,69.0,0.0,10.5
2021-07-25,8.243415488232161,26.4,65.0,0.0,10.8
2021-07-26,4.18424856652326,25.5,68.0,0.0,10.8
2021-07-27,1.892259177395322,25.2,76.0,0.0,10.2
2021-07-28,1.3599347175875585,26.6,72.0,0.0,10.7
2021-07-29,1.9124963301095643,27.8,70.0,0.0,9.6
2021-07-30,1.9317940943727412,27.4,76.0,0.0,10.6
2021-07-31,2.203208089523082,27.7,72.0,0.0,9.6
2021-08-01,2.0967509898360843,27.6,74.0,0.0,10.4
2021-08-02,2.020458953517599,27.9,74.0,0.0,8.5
2021-08-03,1.968122411118702,28.1,72.0,0.0,8.0
2021-08-04,1.965812942401274,27.5,77.0,0.0,10.1
2021-08-05,1.929606419399084,27.6,72.0,0.0,10.7
2021-08-06,2.3824270140918893,27.7,74.0,0.0,10.6
2021-08-07,1.9192080367377635,27.6,74.0,0.0,10.6
2021-08-08,1.89828699553428,28.6,72.0,0.0,10.1
2021-08-09,1.9109371754483848,27.2,72.0,0.0,9.5
2021-08-10,1.8485900615904225,26.3,78.0,0.0,10.6
2021-08-11,2.5646922812513058,27.1,66.0,0.0,9.9
2021-08-12,1.9108928981995656,28.2,69.0,0.0,10.0
2021-08-13,1.861403561937123,27.7,75.0,0.0,8.9
2021-08-14,2.556783861561602,28.3,73.0,0.0,10.6
2021-08-15,1.726671524812044,28.5,64.0,0.0,10.3
2021-08-16,2.461685354746909,27.6,71.0,0.0,9.8
2021-08-17,1.79743067966655,27.9,69.0,0.0,10.2
2021-08-18,1.8083940783687364,28.6,62.0,0.0,5.2
2021-08-19,1.8373722420986225,27.5,75.0,0.0,8.6
2021-08-20,1.8448593599091463,28.0,74.0,0.0,9.7
2021-08-21,2.5255113212185267,27.6,73.0,0.0,7.6
2021-08-22,4.997430269060322,28.1,68.0,0.0,10.5
2021-08-23,7.511257667092219,27.9,64.0,0.0,10.3
2021-08-24,7.041241660656272,27.2,71.0,0.0,10.6
2021-08-25,4.222709379894803,28.2,64.0,0.0,8.3
2021-08-26,6.093812812015848,28.1,66.0,0.0,10.7
2021-08-27,3.484769915430915,28.3,71.0,0.0,10.8
2021-08-28,2.898119378579837,28.9,69.0,0.0,7.6
2021-08-29,2.7169711474860665,28.5,68.0,0.0,6.2
2021-08-30,2.62111087759368,29.3,66.0,0.0,9.0
2021-08-31,2.638413706325379,27.5,66.0,0.0,10.7
2021-09-01,3.155887542779113,27.6,68.0,0.0,10.7
2021-09-02,2.604215754737952,28.1,70.0,0.0,11.2
2021-09-03,3.960538516591962,27.6,72.0,0.0,10.1
2021-09-04,4.975617761063075,29.1,65.0,0.0,6.4
2021-09-05,6.932066548705819,29.4,66.0,0.0,8.5
2021-09-06,7.07423629574258,28.2,73.0,0.0,7.9
2021-09-07,6.85815209554227,28.3,69.0,0.0,10.2
2021-09-08,7.770751727645721,28.5,65.0,0.0,8.8
2021-09-09,8.634099801413235,28.3,68.0,0.0,10.6
2021-09-10,9.140969013266291,28.5,70.0,0.0,9.2
2021-09-11,9.564113782298548,28.7,73.0,2.1,2.0
2021-09-12,9.7840201836296,27.7,80.0,0.6,0.7
2021-09-13,10.713577398156898,27.3,83.0,0.9,2.7
2021-09-14,9.710048972910998,28.6,77.0,2.0,6.1
2021-09-15,10.242496818013093,27.9,82.0,19.4,10.7
2021-09-16,11.042302726843388,29.1,70.0,0.0,9.7
2021-09-17,10.57066001894753,29.4,69.0,0.0,9.4
2021-09-18,10.85564361746044,29.4,65.0,0.0,8.5
2021-09-19,11.996733671120092,28.2,68.0,0.0,10.5
2021-09-20,11.619559396200202,28.1,75.0,0.0,10.3
2021-09-21,13.260163017968912,28.2,71.0,7.5,2.9
2021-09-22,14.595299246276785,27.9,78.0,15.0,9.4
2021-09-23,13.891029657346236,28.6,73.0,0.0,7.4
2021-09-24,18.963384260426267,27.4,76.0,20.75,2.4
2021-09-25,25.23089570642739,27.4,84.0,41.5,4.0
2021-09-26,18.43070397592778,28.1,72.0,0.0,4.4
2021-09-27,20.052257788164106,28.4,71.0,0.0,8.7
2021-09-28,21.591851341980163,28.9,71.0,0.0,10.7
2021-09-29,20.26453577951334,28.6,74.0,0.0,6.5
2021-09-30,20.54021458393619,27.8,75.0,0.0,10.4
2021-10-01,21.87949852485293,28.4,72.0,0.0,10.6
2021-10-02,19.24343634491466,29.1,74.0,0.0,10.0
2021-10-03,20.869356508438813,29.9,67.0,0.0,10.9
2021-10-04,22.019391056647247,27.4,80.0,0.0,11.0
2021-10-05,20.967747123014718,28.1,74.0,33.1,6.4
2021-10-06,21.983754779045544,27.9,72.0,0.0,8.8
2021-10-07,20.876457666059142,27.9,71.0,0.0,8.9
2021-10-08,22.40101531494885,29.6,68.0,0.0,10.4
2021-10-09,21.68136778046676,30.0,68.0,0.0,11.2
2021-10-10,22.464938062611804,30.5,60.0,0.0,10.5
2021-10-11,22.31600469565564,29.9,66.0,0.0,11.3
2021-10-12,23.27593600950837,28.3,72.0,0.0,11.2
2021-10-13,22.815328941267808,27.3,70.0,0.0,11.6
2021-10-14,23.94743018552875,28.6,73.0,0.0,11.2
2021-10-15,22.5591905703472,28.7,75.0,0.0,8.1
2021-10-16,24.337970128147067,28.7,78.0,0.0,7.5
2021-10-17,22.978904954865808,26.7,88.0,0.0,6.1
2021-10-18,21.6699874139602,28.1,82.0,33.0,6.5
2021-10-19,22.020273988455376,28.2,81.0,0.0,11.2
2021-10-20,22.191701320230848,29.5,76.0,0.0,9.1
2021-10-21,22.76535054982583,29.2,76.0,0.0,9.5
2021-10-22,23.40561863290452,30.1,74.0,0.0,9.8
2021-10-23,22.576628426263497,28.5,72.0,0.0,10.4
2021-10-24,24.8680098612382,27.7,68.0,0.0,10.2
2021-10-25,25.171745708674152,29.0,77.0,0.0,9.8
2021-10-26,26.82615090510373,27.8,84.0,0.0,10.4
2021-10-27,27.273584299034592,27.1,86.0,15.1,7.8
2021-10-28,29.910540623015816,27.5,84.0,5.0,6.6
2021-10-29,28.51484127497493,28.4,82.0,4.5,6.5
2021-10-30,28.23535140059356,29.0,81.0,3.0,10.1
2021-10-31,27.900232445699007,28.2,82.0,6.6,6.0
2021-11-01,27.95671643863713,27.1,88.0,26.2,9.4
2021-11-02,30.048126920183176,26.8,86.0,0.0,5.6
2021-11-03,30.06980693359573,28.6,80.0,1.0,5.1
2021-11-04,28.638597805017167,28.3,85.0,0.2,8.0
2021-11-05,12.80976555946626,27.2,88.0,14.5,6.3
2021-11-06,28.31007420238968,28.2,82.0,35.3,5.1
2021-11-07,28.036835819695728,28.8,81.0,9.8,9.5
2021-11-08,28.03028319899169,27.7,89.0,5.0,11.0
2021-11-09,28.129513305392937,28.3,82.0,1.5,8.8
2021-11-10,29.53595973301725,26.9,89.0,9.1,7.8
2021-11-11,28.61767474007196,26.9,88.0,3.8,7.2
2021-11-12,28.175586909336104,26.3,92.0,42.5,5.3
2021-11-13,33.61163799058362,27.3,83.0,1.0,3.5
2021-11-14,24.163677964808432,26.3,90.0,1.3,1.4
2021-11-15,19.91824833185123,26.9,90.0,7.0,0.5
2021-11-16,15.388007476453842,27.0,86.0,0.0,2.4
2021-11-17,15.169950358266677,27.6,82.0,0.0,5.0
2021-11-18,15.03698028575179,27.8,83.0,0.0,8.9
2021-11-19,15.125785996196536,26.4,88.0,0.5,9.9
2021-11-20,14.012911378771406,25.2,95.0,89.4,4.0
2021-11-21,12.263005974060382,26.4,90.0,29.0,0.8
2021-11-22,12.08522675771539,28.3,82.0,1.3,0.9
2021-11-23,12.576846548420958,27.9,83.0,0.0,9.3
2021-11-24,12.18516602243844,27.5,84.0,0.0,10.2
2021-11-25,12.0335597743738,27.8,82.0,0.0,4.5
2021-11-26,8.374158273607348,27.2,86.0,7.5,5.4
2021-11-27,4.11486224616329,26.4,88.0,36.0,6.6
2021-11-28,1.8606245288572285,26.7,88.0,11.8,5.6
2021-11-29,2.008686015166464,26.9,88.0,2.1,4.9
2021-11-30,1.977515701043904,26.6,89.0,2.4000000000000004,0.6
2021-12-01,1.825352054207812,27.420062705347988,21.1,2.7,0.3
2021-12-02,1.83125839232467,26.2,90.0,41.0,0.0
2021-12-03,1.8667727823554128,27.4,86.0,3.2,5.5
2021-12-04,1.365559215130359,27.8,83.0,0.0,6.9
2021-12-05,1.3903042046740672,26.5,89.0,0.0,7.7
2021-12-06,1.4468378916130762,26.4,91.0,32.2,5.4
2021-12-07,1.3192379290336556,26.8,88.0,9.0,2.3
2021-12-08,1.2377735991143812,28.2,80.0,4.5,1.6
2021-12-09,1.3245613334786326,28.4,79.0,0.0,11.5
2021-12-10,1.2187315501531504,27.9,81.0,0.0,8.0
2021-12-11,1.3266830920154746,27.3,84.0,3.7,8.3
2021-12-12,1.3823037809665406,26.6,88.0,3.1500000000000004,7.5
2021-12-13,1.7558717825092327,26.6,88.0,2.6,7.2
2021-12-14,2.055173678705502,27.8,87.0,3.5,5.6
2021-12-15,1.9833877139934748,28.2,83.0,0.1,6.6
2021-12-16,1.454608409279029,29.0,83.0,0.0,7.5
2021-12-17,1.611376940712696,29.0,81.0,0.0,10.9
2021-12-18,1.5634707652205149,27.4,84.0,0.0,11.6
2021-12-19,1.644513361222331,27.7,87.0,65.2,10.3
2021-12-20,1.4292898959992666,27.3,90.0,2.0,3.3
2021-12-21,1.373313201416475,26.9,87.0,29.8,5.3
2021-12-22,1.358747376640055,28.0,85.0,5.0,5.5
2021-12-23,1.5099446456133785,27.1,82.0,3.5,3.4
2021-12-24,1.5215845313728291,27.7,82.0,2.0,5.6
2021-12-25,1.6203755596279277,26.6,89.0,0.0,8.3
2021-12-26,1.539233760442155,27.4,82.0,14.5,7.0
2021-12-27,1.4148027300490835,27.3,84.0,14.0,6.8
2021-12-28,1.3597377989359067,26.7,87.0,8.4,5.5
2021-12-29,1.3181644704562636,25.7,89.0,24.200000000000003,2.9
2021-12-30,1.3606098448610495,26.7,88.0,40.0,4.8
2021-12-31,1.5816429741389062,26.5,87.0,3.4,4.3
2022-01-01,1.4507183850934098,26.2,88.0,1.0,6.4
2022-01-02,1.613100502211606,26.2,92.0,7.3,1.9
2022-01-03,5.551633699928036,26.2,88.0,0.0,1.1
2022-01-04,11.101932842579956,26.3,87.0,0.4,5.1
2022-01-05,11.346355673415273,25.6,89.0,0.6,4.3
2022-01-06,11.402575930584897,25.9,83.0,2.5,1.1
2022-01-07,8.748359742031102,26.6,81.0,1.25,6.9
2022-01-08,10.289449023647608,27.0,82.0,0.0,9.5
2022-01-09,10.777662249721716,26.3,86.0,0.0,8.6
2022-01-10,10.400823801377266,26.9,84.0,6.6,6.1
2022-01-11,10.528610789187006,26.8,90.0,35.0,5.4
2022-01-12,10.15240938972927,26.8,87.0,7.7,4.3
2022-01-13,11.000852041198629,26.3,88.0,0.0,8.8
2022-01-14,10.8567920649565,26.1,87.0,0.9,5.9
2022-01-15,11.05888057939122,25.7,94.0,22.8,4.0
2022-01-16,10.791281251984058,27.0,89.0,3.6,0.0
2022-01-17,12.302164227145026,26.8,91.0,0.5,1.1
2022-01-18,15.72021249577817,26.3,88.0,22.7,1.4
2022-01-19,12.174776137480402,24.8,95.0,2.2,0.0
2022-01-20,12.554068699351845,24.6,92.0,9.9,3.1
2022-01-21,15.98405080428627,26.7,84.0,11.2,3.8
2022-01-22,17.822425525833985,26.6,84.0,0.0,8.7
2022-01-23,16.355402045004706,27.2,82.0,0.0,7.1
2022-01-24,17.026103043646305,26.9,82.0,0.0,11.5
2022-01-25,16.649137031651975,26.7,83.0,0.0,11.7
2022-01-26,17.32613142592813,26.6,94.0,57.0,10.5
2022-01-27,16.980376915898475,26.3,94.0,26.6,1.9
2022-01-28,16.969225856618294,27.5,85.0,26.0,0.6
2022-01-29,16.54056152614767,26.8,90.0,0.0,8.8
2022-01-30,16.808542754992654,27.0,88.0,0.0,0.0
2022-01-31,16.79440462891091,26.3,88.0,0.0,3.2
2022-02-01,19.057141751718763,25.5,88.0,7.9,6.5
2022-02-02,19.99027467085492,26.9,88.0,15.8,6.6
2022-02-03,18.827616780840177,26.8,83.0,0.0,8.8
2022-02-04,19.09525024952294,26.0,91.0,0.0,9.1
2022-02-05,19.43867847920467,26.7,88.0,6.1,4.7
2022-02-06,19.376053452296105,25.5,96.0,5.4,7.5
2022-02-07,19.99609779929857,26.5,89.0,19.6,6.5
2022-02-08,20.10787328724761,26.3,91.0,8.4,5.1
2022-02-09,18.97297140306725,25.8,90.0,4.4,5.1
2022-02-10,20.28467778469083,26.3,90.0,11.9,6.8
2022-02-11,22.4678946799186,26.9,85.0,4.8,0.8
2022-02-12,20.9668150648306,24.7,95.0,4.6,4.0
2022-02-13,20.559065718013088,25.9,90.0,53.8,1.5
2022-02-14,20.968183957073677,26.1,90.0,4.2,6.4
2022-02-15,21.990141389672846,27.2,85.0,12.1,5.8
2022-02-16,22.01475022437764,27.1,82.0,6.05,10.0
2022-02-17,21.5881066916475,27.5,82.0,0.0,11.8
2022-02-18,21.763647137633345,26.6,84.0,0.0,10.2
2022-02-19,20.876328143484503,27.0,87.0,2.0,10.1
2022-02-20,22.51505186525664,26.9,86.0,0.0,6.0
2022-02-21,21.47263806334448,26.1,88.0,10.2,5.4
2022-02-22,20.748623047562173,26.1,83.0,3.2,0.0
2022-02-23,20.911395853611463,26.7,84.0,0.0,3.2
2022-02-24,21.334340470235365,25.2,92.0,0.0,2.3
2022-02-25,21.82237548973176,25.3,90.0,10.0,2.5
2022-02-26,22.467645503752504,25.8,91.0,2.8,5.4
2022-02-27,20.72643661797385,26.6,89.0,5.2,5.4
2022-02-28,22.46219025232024,27.5,89.0,0.5,7.5
2022-03-01,21.714951811799807,27.5,88.0,2.2,2.4
2022-03-02,22.36501657030489,26.8,94.0,22.7,8.4
2022-03-03,22.36501657030489,26.3,94.0,17.1,1.5
2022-03-04,22.36501657030489,26.9,88.0,16.1,0.2
2022-03-05,22.36501657030489,26.5,88.0,0.0,4.2
2022-03-06,22.36501657030489,26.5,89.0,20.0,7.2
2022-03-07,22.36501657030489,27.5,87.0,4.8,8.85
2022-03-08,22.36501657030489,27.7,87.0,1.0,10.5
2022-03-09,22.36501657030489,27.3,85.0,0.0,5.5
2022-03-10,22.36501657030489,27.2,87.0,1.1,6.1
2022-03-11,22.36501657030489,27.9,87.0,0.4,7.9
2022-03-12,23.919856280987897,27.7,86.0,0.0,8.9
2022-03-13,25.912015983774143,28.2,85.0,0.6,11.0
2022-03-14,25.912015983774143,27.7,85.0,0.4,7.9
2022-03-15,25.912015983774143,28.3,82.0,0.2,9.7
2022-03-16,25.912015983774143,28.7,79.0,0.0,8.1
2022-03-17,25.912015983774143,28.1,85.0,0.0,8.6
2022-03-18,25.912015983774143,27.9,83.0,0.0,9.8
2022-03-19,25.912015983774143,25.9,90.0,0.0,4.3
2022-03-20,25.912015983774143,26.4,92.0,54.4,0.6
2022-03-21,24.26329174429777,26.9,88.0,0.6,3.7
2022-03-22,25.90750097123136,27.1,86.0,0.0,8.8
2022-03-23,25.90750097123136,26.8,86.0,1.2,10.0
2022-03-24,25.90750097123136,27.6,84.0,0.0,7.5
2022-03-25,25.90750097123136,26.4,83.0,0.0,9.1
2022-03-26,21.092119532451274,26.4,86.0,0.8,3.7
2022-03-27,20.704400763061468,26.2,85.0,0.4,7.0
2022-03-28,18.85251416578893,26.0,88.0,0.0,7.9
2022-03-29,18.439799980730484,25.0,89.0,3.3,5.1
2022-03-30,9.20418281984892,27.1,82.0,13.1,4.8
2022-03-31,8.423988343234994,26.6,85.0,0.0,2.7
2022-04-01,8.527511018482054,26.2,88.0,27.4,6.0
2022-04-02,6.131388521142,26.4,86.0,0.2,8.4
2022-04-03,3.8531884538515846,28.0,78.0,0.1,5.5
2022-04-04,1.992618844961176,27.2,82.0,0.0,9.9
2022-04-05,1.9931436436289776,27.0,84.0,0.0,10.7
2022-04-06,2.146924026197856,26.5,88.0,3.2,9.3
2022-04-07,2.811888919888602,28.4,77.0,6.4,9.1
2022-04-08,2.706507498648548,27.4,82.0,0.0,10.4
2022-04-09,2.083652274359085,26.2,84.0,0.0,8.2
2022-04-10,1.925023949731307,25.9,82.0,7.7,9.0
2022-04-11,2.197380674211749,27.6,78.0,15.4,8.3
2022-04-12,2.15474426650829,28.0,74.0,0.0,10.8
2022-04-13,2.266775923745929,28.4,71.0,0.0,8.1
2022-04-14,3.353003153186908,28.1,78.0,0.0,9.8
2022-04-15,2.298288835446877,28.0,80.0,0.0,10.3
2022-04-16,2.245180952101359,27.6,82.0,0.0,8.4
2022-04-17,1.9296382452771847,26.6,86.0,7.4,7.4
2022-04-18,1.8830214246818096,28.0,84.0,2.7,3.3
2022-04-19,2.0671517057292985,26.7,88.0,5.5,4.1
2022-04-20,1.89306847160902,25.2,93.0,11.0,1.7
2022-04-21,2.126844123413653,27.5,79.0,2.9,0.2
2022-04-22,2.278992456592801,28.2,78.0,0.0,10.5
2022-04-23,1.9432816163946611,28.8,76.0,0.0,9.5
2022-04-24,1.680073731320449,28.0,79.0,23.4,10.7
2022-04-25,1.6373202958883393,28.4,72.0,11.7,10.8
2022-04-26,1.5757451123248547,26.7,74.0,0.0,10.1
2022-04-27,3.0209411606273946,27.3,78.0,0.0,10.2
2022-04-28,3.6310712164637806,27.0,80.0,0.0,10.1
2022-04-29,3.2750993585360444,27.8,85.0,0.0,10.4
2022-04-30,3.0546712201945194,28.7,77.0,0.0,10.6
2022-05-01,2.571839398583237,28.3,77.0,0.0,10.8
2022-05-02,2.467696307730911,28.8,74.0,0.0,10.466666666666669
2022-05-03,1.9381310569925745,28.8,72.0,0.0,10.133333333333336
2022-05-04,2.444508886236177,28.7,76.0,0.0,9.8
2022-05-05,2.858167379010355,28.2,82.0,0.0,9.7
2022-05-06,3.984332811073741,27.9,78.0,4.0,5.4
2022-05-07,2.6338268967825997,27.6,83.0,0.0,9.0
2022-05-08,1.9022798530592635,27.1,86.0,0.7,6.6
2022-05-09,1.8325146067134843,27.7,85.0,0.4,7.0
2022-05-10,5.238607667015249,27.5,79.0,10.5,5.7
2022-05-11,8.077174723796793,28.2,78.0,0.0,8.5
2022-05-12,8.10853962718605,28.5,77.0,0.0,10.4
2022-05-13,9.89922477483858,26.9,88.0,0.0,9.0
2022-05-14,4.953644380837441,27.7,81.0,0.0,5.9
2022-05-15,3.833012757911059,27.6,82.0,0.0,10.0
2022-05-16,4.595504495476511,27.9,78.0,0.0,9.6
2022-05-17,5.390834293645153,27.8,80.0,0.0,10.4
2022-05-18,4.230715602239797,27.9,81.0,0.3,5.4
2022-05-19,2.737099351241172,27.8,84.0,0.3,4.9
2022-05-20,5.399973413549399,28.4,80.0,1.5,9.1
2022-05-21,5.389627596626009,27.9,76.0,0.0,9.6
2022-05-22,3.201610301005053,27.4,73.0,0.0,10.7
2022-05-23,3.384179531979264,28.2,72.0,0.0,9.2
2022-05-24,9.015535107864585,28.2,75.0,0.0,10.7
2022-05-25,4.973122942939117,27.1,86.0,0.0,10.0
2022-05-26,3.4984419560309834,27.1,84.0,3.2,7.3
2022-05-27,8.181140519713312,27.1,82.0,0.7,6.7
2022-05-28,8.815285855306168,27.9,79.0,0.0,0.3
2022-05-29,22.37811142424312,27.1,83.0,0.0,8.8
2022-05-30,10.1015507067454,27.4,87.0,1.6,10.1
2022-05-31,9.43839225040175,27.3,84.0,1.0,7.7
2022-06-01,9.744659726693902,27.1,79.0,0.0,10.5
2022-06-02,11.413655904503118,26.8,86.0,1.2,8.6
2022-06-03,11.735388553541991,27.2,81.0,6.1,6.0
2022-06-04,12.418708721195586,27.1,78.0,0.4,8.9
2022-06-05,11.698500461375472,27.5,79.0,0.0,4.1
2022-06-06,9.174254235352445,27.8,78.0,5.1,9.8
2022-06-07,18.520995997909896,26.9,82.0,0.0,9.9
2022-06-08,11.74176723617355,27.4,80.0,24.0,7.9
2022-06-09,13.083229000803966,27.4,82.0,4.9,9.9
2022-06-10,13.784550801772,28.0,78.0,0.0,8.9
2022-06-11,12.486714408408808,28.2,78.0,0.0,9.8
2022-06-12,13.480758832339164,27.8,81.0,0.0,10.1
2022-06-13,13.827412470070128,26.8,82.0,0.0,6.6
2022-06-14,11.74228469346974,27.7,78.0,0.0,8.0
2022-06-15,13.454964945770795,27.3,80.0,0.0,9.4
2022-06-16,13.771896909356007,27.9,76.0,0.0,7.8
2022-06-17,11.907350822680865,28.1,74.0,0.0,8.8
2022-06-18,13.804948021398062,27.5,77.0,0.0,10.6
2022-06-19,14.226622887839978,27.1,79.0,0.0,7.3
2022-06-20,12.010269141922128,28.1,72.0,0.0,4.6
2022-06-21,14.32102863705332,26.5,68.0,0.0,10.1
2022-06-22,14.91766912240572,27.7,70.0,0.0,10.8
2022-06-23,19.82021820714922,27.1,71.0,0.0,10.6
2022-06-24,14.820842465724777,27.3,73.0,0.0,10.4
2022-06-25,14.49350369225312,27.5,74.0,0.0,7.5
2022-06-26,14.639282700927623,27.9,74.0,0.0,8.6
2022-06-27,19.319252320909985,27.2,72.0,0.0,6.1
2022-06-28,19.277635786918594,26.8,78.0,0.0,10.7
2022-06-29,14.101175361312928,26.7,74.0,0.0,7.4
2022-06-30,15.375113555622592,27.5,75.0,0.0,9.7
2022-07-01,16.272628252397013,27.9,69.0,0.0,10.5
2022-07-02,17.665103927200438,28.5,74.0,0.0,5.4
2022-07-03,17.03553547767399,27.7,82.0,0.0,8.3
2022-07-04,18.50537172908355,27.8,80.0,0.0,7.9
2022-07-05,18.708955177781203,27.0,79.0,2.3,9.3
2022-07-06,24.12237117050668,26.2,74.0,1.15,9.6
2022-07-07,19.88606314213804,26.1,67.0,0.0,8.0
2022-07-08,19.737340622749464,24.4,66.0,0.0,9.1
2022-07-09,18.643012428640592,25.6,76.0,0.0,10.5
2022-07-10,19.235552545041973,27.9,72.0,0.0,8.5
2022-07-11,15.514945342624983,27.5,74.0,0.0,9.7
2022-07-12,19.135672013605294,27.3,76.0,0.0,7.4
2022-07-13,15.7818146447463,26.7,72.0,0.0,9.1
2022-07-14,15.855017383063398,26.3,74.0,0.0,10.6
2022-07-15,8.897033268229182,26.4,72.0,0.0,10.6
2022-07-16,9.818467083521808,26.1,78.0,0.0,9.0
2022-07-17,9.298701576264795,27.7,72.0,0.0,4.6
2022-07-18,10.152457278227985,26.2,72.0,0.0,9.4
2022-07-19,10.732140524705398,25.7,71.0,0.0,10.0
2022-07-20,11.107720115146464,25.4,71.0,0.0,8.7
2022-07-21,10.392702219203214,26.9,70.0,0.0,10.4
2022-07-22,10.518166780117244,27.2,69.0,0.0,10.5
2022-07-23,10.03006716394693,26.6,70.0,0.0,10.5
2022-07-24,8.769756143839453,24.8,69.0,0.0,9.4
2022-07-25,9.414443436454798,25.3,68.0,0.0,10.5
2022-07-26,8.227720415669937,26.2,71.0,0.0,10.4
2022-07-27,7.4030001946619635,26.6,70.0,0.0,9.7
2022-07-28,7.117475179165346,25.9,68.0,0.0,11.6
2022-07-29,7.506498130249764,26.4,67.0,0.0,10.9
2022-07-30,7.062177156763295,25.4,72.0,0.0,10.6
2022-07-31,7.972109991761933,25.8,74.0,0.0,10.5
2022-08-01,6.07100037152082,26.6,77.0,0.0,9.0
2022-08-02,4.307166338423461,27.7,72.0,0.0,10.7
2022-08-03,3.8699227023479232,27.5,70.0,0.0,10.0
2022-08-04,3.082769572534811,27.0,64.0,0.0,9.8
2022-08-05,3.51373076611882,26.1,69.0,0.0,10.0
2022-08-06,3.902987563429898,26.4,72.0,0.0,7.4
2022-08-07,3.72905640920893,26.5,71.0,0.0,9.3
2022-08-08,3.945516187161756,27.2,72.0,10.1,9.45
2022-08-09,3.4111973880809425,27.9,72.0,0.0,9.6
2022-08-10,3.0244922776909338,28.0,73.0,0.0,7.0
2022-08-11,2.8502026410884524,27.7,76.0,0.0,8.5
2022-08-12,2.4456334973529184,27.7,75.0,0.0,5.7
2022-08-13,1.814452280394452,27.6,80.0,0.0,10.5
2022-08-14,4.984375941661303,27.5,83.0,3.7,5.4
2022-08-15,9.63692350639202,28.1,67.0,1.85,7.4
2022-08-16,6.477790908906459,26.3,72.0,0.0,10.1
2022-08-17,7.391519802467776,27.3,71.0,0.0,10.3
2022-08-18,4.397388052802722,27.3,72.0,0.0,9.0
2022-08-19,2.8105620682279504,27.3,60.0,0.0,9.7
2022-08-20,3.1165633783354747,26.2,64.0,0.0,10.6
2022-08-21,2.581813312547037,26.1,66.0,0.0,10.7
2022-08-22,4.415642107981849,27.6,62.0,0.0,10.1
2022-08-23,5.669325154035621,26.3,64.0,10.3,10.35
2022-08-24,4.245056249032854,27.3,62.0,0.0,10.6
2022-08-25,2.799614883245056,27.7,64.0,0.0,10.7
2022-08-26,2.652993225192134,27.2,66.0,0.0,10.8
2022-08-27,3.1308252774614616,26.9,73.0,0.0,9.1
2022-08-28,3.736813636674012,27.0,76.0,0.0,9.8
2022-08-29,3.372138812489277,27.4,74.0,0.0,7.4
2022-08-30,2.9337318951182616,28.3,74.0,0.8,8.7
2022-08-31,3.594827903366605,27.7,74.0,0.0,10.0
2022-09-01,3.3486533426524736,28.1,70.0,0.0,9.4
2022-09-02,3.1529621973386472,28.2,72.0,0.0,9.7
2022-09-03,5.450902006593389,28.4,71.0,0.0,10.7
2022-09-04,4.9346275752004525,28.0,73.0,0.0,9.4
2022-09-05,3.9717285734946888,27.1,79.0,0.0,7.2
2022-09-06,4.35190118510991,27.8,77.0,9.6,7.2
2022-09-07,5.173178781376826,27.0,78.0,0.0,7.2
2022-09-08,4.7427251753837485,27.7,77.0,0.2,7.3
2022-09-09,4.722448865788189,27.9,76.0,0.0,9.2
2022-09-10,4.906862924095472,27.8,76.0,0.0,9.9
