,Tanggal,Tavg,RH_avg,RR,ss
1384,2022-10-16,28.6,77.0,,8.6
1385,2022-10-17,28.3,80.0,0.0,7.3
1388,2022-10-20,27.7,86.0,0.8,6.9
1389,2022-10-21,28.4,82.0,0.0,10.2
1390,2022-10-22,27.6,78.0,0.0,9.1
1391,2022-10-23,28.0,76.0,0.0,7.3
1392,2022-10-24,28.2,76.0,0.0,8.8
1393,2022-10-25,28.3,77.0,0.0,9.8
1394,2022-10-26,28.1,76.0,0.0,10.1
1395,2022-10-27,27.2,82.0,0.0,8.8
1396,2022-10-28,26.2,85.0,0.0,5.1
1397,2022-10-29,26.5,69.0,0.8,4.8
1398,2022-10-30,27.7,70.0,0.0,9.1
1399,2022-10-31,28.6,70.0,0.0,9.4
1400,2022-11-01,29.0,69.0,0.0,7.1
1401,2022-11-02,27.9,77.0,0.0,8.5
1403,2022-11-04,28.2,80.0,0.0,10.0
1404,2022-11-05,27.9,78.0,1.6,7.2
1405,2022-11-06,27.7,82.0,0.0,9.4
1406,2022-11-07,26.8,83.0,2.2,9.5
1409,2022-11-10,27.4,80.0,0.0,7.0
1410,2022-11-11,28.7,76.0,,7.6
1411,2022-11-12,28.8,76.0,0.0,9.1
1412,2022-11-13,28.7,76.0,0.0,10.7
1413,2022-11-14,28.3,79.0,,7.6
1414,2022-11-15,27.4,83.0,,7.7
1415,2022-11-16,27.5,85.0,2.5,8.4
1417,2022-11-18,27.9,78.0,0.0,8.8
1418,2022-11-19,25.5,92.0,0.0,1.1
1420,2022-11-21,27.7,87.0,,11.5
1421,2022-11-22,26.6,90.0,3.5,5.0
1423,2022-11-24,25.6,93.0,1.7,1.6
1425,2022-11-26,27.4,78.0,,4.9
1426,2022-11-27,26.9,85.0,0.0,8.0
1427,2022-11-28,26.4,89.0,1.5,7.1
1428,2022-11-29,26.0,90.0,3.5,4.0
1429,2022-11-30,26.4,86.0,2.5,4.1
1435,2022-12-06,29.1,76.0,0.0,10.8
1436,2022-12-07,28.5,80.0,0.0,11.3
1438,2022-12-09,28.2,80.0,,10.2
1439,2022-12-10,28.7,75.0,,9.6
1440,2022-12-11,27.5,84.0,0.0,11.8
1441,2022-12-12,28.2,74.0,1.0,7.2
1442,2022-12-13,29.1,78.0,0.1,11.5
1443,2022-12-14,28.1,80.0,2.2,10.2
1444,2022-12-15,28.4,76.0,0.0,8.5
1445,2022-12-16,25.9,88.0,0.0,8.0
1447,2022-12-18,27.7,79.0,0.4,4.2
1448,2022-12-19,27.1,77.0,1.0,4.5
1449,2022-12-20,27.2,73.0,0.0,9.0
1450,2022-12-21,26.9,72.0,0.0,9.8
1451,2022-12-22,28.0,80.0,2.6,9.3
1452,2022-12-23,26.8,86.0,1.5,4.5
1454,2022-12-25,25.6,90.0,3.3,1.1
1456,2022-12-27,26.7,88.0,0.6,2.0
1459,2022-12-30,24.9,94.0,3.6,2.0
1464,2023-01-04,27.7,82.0,2.6,5.0
1465,2023-01-05,28.5,82.0,2.6,8.7
1466,2023-01-06,28.4,78.0,3.1,4.0
1467,2023-01-07,27.8,76.0,0.0,7.2
1468,2023-01-08,26.8,77.0,3.4,8.2
1469,2023-01-09,26.2,80.0,0.0,9.7
1470,2023-01-10,,,0.0,9.0
1471,2023-01-11,26.7,76.0,0.0,9.9
1472,2023-01-12,26.4,78.0,0.0,9.5
1473,2023-01-13,27.0,82.0,0.0,9.8
1474,2023-01-14,27.2,84.0,0.0,11.3
1475,2023-01-15,27.1,85.0,0.0,11.2
1476,2023-01-16,27.0,86.0,1.2,6.3
1478,2023-01-18,26.7,86.0,,3.2
1479,2023-01-19,26.7,86.0,,6.1
1480,2023-01-20,26.2,89.0,0.0,6.0
1481,2023-01-21,27.4,81.0,0.9,5.2
1482,2023-01-22,26.7,81.0,0.0,6.0
1483,2023-01-23,27.5,81.0,0.0,8.3
1484,2023-01-24,27.1,78.0,0.0,11.2
1485,2023-01-25,25.2,91.0,0.0,10.3
1488,2023-01-28,25.7,91.0,0.8,3.1
1489,2023-01-29,26.6,89.0,2.5,4.8
1490,2023-01-30,26.7,91.0,0.2,0.8
1493,2023-02-02,25.1,95.0,0.9,1.7
1495,2023-02-04,25.7,94.0,2.8,1.3
1496,2023-02-05,26.5,88.0,1.9,1.4
1497,2023-02-06,27.1,80.0,0.0,1.9
1498,2023-02-07,25.4,92.0,0.0,1.2
1501,2023-02-10,,,0.0,1.0
1503,2023-02-12,,,0.0,3.2
1505,2023-02-14,26.6,85.0,,5.4
1506,2023-02-15,27.0,84.0,0.0,5.5
1507,2023-02-16,,,0.0,2.7
1508,2023-02-17,26.8,86.0,0.0,6.5
1510,2023-02-19,27.1,84.0,0.0,7.9
1511,2023-02-20,27.1,84.0,0.0,8.9
1512,2023-02-21,26.1,88.0,2.4,7.3
1513,2023-02-22,26.7,86.0,3.6,8.0
1514,2023-02-23,26.2,89.0,0.0,9.1
1515,2023-02-24,26.1,91.0,0.4,3.7
1518,2023-02-27,26.2,90.0,3.2,0.9
1520,2023-03-01,26.1,90.0,0.0,2.8
1523,2023-03-04,25.6,89.0,0.0,4.9
1526,2023-03-07,26.2,89.0,2.4,5.0
1528,2023-03-09,26.1,88.0,,5.9
1529,2023-03-10,27.4,82.0,0.5,7.8
1530,2023-03-11,27.1,79.0,0.0,10.9
1531,2023-03-12,27.4,74.0,0.0,9.8
1532,2023-03-13,26.6,82.0,0.0,9.7
1533,2023-03-14,26.9,77.0,0.0,8.1
1534,2023-03-15,27.7,77.0,0.0,8.1
1535,2023-03-16,28.3,78.0,0.0,10.1
1537,2023-03-18,27.8,81.0,0.0,7.8
1538,2023-03-19,27.6,82.0,0.0,8.8
1540,2023-03-21,27.6,80.0,0.0,8.1
1541,2023-03-22,27.3,81.0,0.0,8.8
1542,2023-03-23,27.6,82.0,0.0,9.8
1543,2023-03-24,27.7,80.0,0.0,10.6
1544,2023-03-25,27.4,81.0,0.0,10.0
1545,2023-03-26,27.5,82.0,0.0,8.8
1546,2023-03-27,27.4,83.0,0.0,8.5
1547,2023-03-28,27.5,83.0,0.3,9.0
1548,2023-03-29,27.8,80.0,0.0,8.3
1551,2023-04-01,26.2,86.0,0.4,5.9
1552,2023-04-02,26.5,83.0,,6.2
1553,2023-04-03,26.7,86.0,1.8,6.8
1556,2023-04-06,26.5,84.0,1.9,6.3
1557,2023-04-07,26.5,86.0,,6.6
1559,2023-04-09,26.5,88.0,3.1,4.9
1560,2023-04-10,26.7,86.0,,1.8
1561,2023-04-11,27.0,84.0,2.5,6.9
1562,2023-04-12,27.1,90.0,,8.4
1563,2023-04-13,26.6,90.0,2.0,5.7
1564,2023-04-14,27.4,81.0,0.6,1.5
1565,2023-04-15,27.6,84.0,0.0,7.4
1566,2023-04-16,27.5,80.0,0.0,6.6
1567,2023-04-17,27.4,82.0,0.0,10.4
1568,2023-04-18,27.5,78.0,2.3,9.8
1569,2023-04-19,26.7,85.0,0.0,10.5
1571,2023-04-21,27.5,81.0,0.0,10.4
1572,2023-04-22,,,0.0,6.5
1573,2023-04-23,27.6,78.0,0.0,10.5
1574,2023-04-24,27.8,76.0,0.0,10.7
1575,2023-04-25,27.8,85.0,0.0,11.0
1576,2023-04-26,28.6,78.0,0.0,9.3
1577,2023-04-27,27.5,85.0,0.0,8.8
1579,2023-04-29,28.0,82.0,,4.3
1580,2023-04-30,28.1,74.0,,5.5
1581,2023-05-01,27.1,76.0,0.0,
1582,2023-05-02,28.2,78.0,0.0,10.4
1583,2023-05-03,28.2,78.0,0.0,10.5
1584,2023-05-04,28.3,76.0,0.0,9.3
1585,2023-05-05,28.5,80.0,0.0,9.0
1586,2023-05-06,28.5,77.0,0.0,8.2
1587,2023-05-07,28.5,74.0,0.0,11.0
1588,2023-05-08,29.0,74.0,0.0,9.7
1589,2023-05-09,27.1,85.0,0.0,10.0
1592,2023-05-12,27.2,70.0,0.0,9.8
1593,2023-05-13,26.9,70.0,0.0,10.8
1594,2023-05-14,26.3,69.0,0.0,10.6
1595,2023-05-15,26.5,71.0,0.0,10.0
1596,2023-05-16,26.0,74.0,0.0,10.6
1597,2023-05-17,26.0,76.0,0.0,
1598,2023-05-18,26.6,78.0,0.0,10.9
1599,2023-05-19,27.2,75.0,0.0,10.8
1600,2023-05-20,26.7,74.0,0.0,7.6
1601,2023-05-21,26.5,74.0,0.0,10.7
1602,2023-05-22,26.6,75.0,0.0,10.6
1603,2023-05-23,26.9,76.0,0.0,10.7
1604,2023-05-24,26.9,77.0,0.0,10.8
1605,2023-05-25,27.3,76.0,0.0,10.6
1606,2023-05-26,27.1,70.0,0.0,8.9
1607,2023-05-27,27.2,74.0,0.0,10.6
1608,2023-05-28,27.0,69.0,0.0,9.6
1609,2023-05-29,26.4,71.0,0.0,10.8
1610,2023-05-30,26.4,77.0,0.0,10.5
1611,2023-05-31,27.9,70.0,0.0,10.7
1612,2023-06-01,27.8,73.0,0.0,10.2
1613,2023-06-02,27.0,75.0,0.0,10.5
1614,2023-06-03,27.3,73.0,0.0,7.8
1615,2023-06-04,27.1,76.0,0.0,10.4
1616,2023-06-05,26.5,81.0,0.0,9.6
1618,2023-06-07,28.2,76.0,0.0,6.7
1619,2023-06-08,27.1,76.0,0.0,11.0
1620,2023-06-09,27.4,74.0,0.0,10.8
1621,2023-06-10,27.1,80.0,0.0,10.6
1622,2023-06-11,28.0,72.0,0.0,3.3
1623,2023-06-12,27.2,67.0,0.0,7.9
1624,2023-06-13,26.6,71.0,0.0,10.6
1625,2023-06-14,26.7,70.0,0.0,10.0
1626,2023-06-15,26.0,72.0,0.0,10.4
1627,2023-06-16,26.3,74.0,0.0,10.5
1628,2023-06-17,26.3,70.0,0.0,6.6
1629,2023-06-18,25.6,75.0,0.0,10.5
1630,2023-06-19,26.6,78.0,0.0,10.7
1631,2023-06-20,26.1,78.0,0.0,9.6
1632,2023-06-21,27.2,75.0,0.0,8.2
1633,2023-06-22,25.9,70.0,0.0,9.5
1634,2023-06-23,26.3,74.0,0.0,10.6
1635,2023-06-24,26.2,76.0,0.0,10.8
1636,2023-06-25,26.4,78.0,0.0,9.4
1637,2023-06-26,26.9,84.0,0.0,10.8
1638,2023-06-27,27.0,82.0,0.0,5.4
1640,2023-06-29,26.9,82.0,0.0,7.7
1641,2023-06-30,27.2,79.0,,8.8
1642,2023-07-01,26.7,86.0,,9.4
1643,2023-07-02,27.9,76.0,0.9,4.3
1644,2023-07-03,26.9,83.0,0.0,8.2
1646,2023-07-05,27.4,80.0,0.0,8.7
1647,2023-07-06,27.6,78.0,0.0,7.4
1648,2023-07-07,28.0,78.0,0.0,9.6
1649,2023-07-08,27.9,79.0,0.0,10.5
1650,2023-07-09,27.0,74.0,0.2,3.9
1651,2023-07-10,26.2,69.0,0.0,10.6
1652,2023-07-11,26.0,70.0,0.0,10.6
1653,2023-07-12,27.1,70.0,0.0,10.5
1654,2023-07-13,27.6,75.0,0.0,8.4
1655,2023-07-14,27.1,74.0,0.0,7.8
1656,2023-07-15,26.8,72.0,0.0,9.9
1657,2023-07-16,25.7,75.0,0.0,9.9
1658,2023-07-17,26.7,70.0,0.0,8.4
1659,2023-07-18,26.3,69.0,0.0,10.8
1660,2023-07-19,26.1,69.0,0.0,10.8
1661,2023-07-20,25.8,72.0,0.0,10.1
1662,2023-07-21,26.5,70.0,0.0,8.9
1663,2023-07-22,26.2,72.0,0.0,10.1
1664,2023-07-23,25.7,72.0,0.0,10.8
1665,2023-07-24,25.7,77.0,0.0,5.9
1666,2023-07-25,26.3,74.0,0.0,9.1
1667,2023-07-26,26.5,72.0,0.0,9.4
1668,2023-07-27,25.7,72.0,0.0,8.7
1669,2023-07-28,25.7,75.0,0.0,10.5
1670,2023-07-29,25.3,70.0,0.0,10.7
1671,2023-07-30,26.6,68.0,0.0,10.7
1672,2023-07-31,26.4,76.0,0.0,10.6
1673,2023-08-01,27.3,70.0,0.0,9.8
1674,2023-08-02,25.6,78.0,0.0,10.6
1675,2023-08-03,26.4,79.0,0.0,10.6
1676,2023-08-04,26.6,76.0,0.0,10.6
1677,2023-08-05,27.5,73.0,0.0,10.7
1678,2023-08-06,26.5,75.0,0.0,8.1
1679,2023-08-07,27.0,59.0,0.0,10.2
1680,2023-08-08,26.3,67.0,0.0,10.9
1681,2023-08-09,25.4,67.0,0.0,10.8
1682,2023-08-10,25.2,71.0,0.0,10.8
1683,2023-08-11,25.7,70.0,0.0,9.6
1684,2023-08-12,26.3,69.0,,10.5
1685,2023-08-13,26.4,72.0,0.0,7.9
1686,2023-08-14,26.4,73.0,0.0,9.7
1687,2023-08-15,26.5,71.0,0.0,10.3
1688,2023-08-16,26.8,73.0,0.0,8.3
1689,2023-08-17,27.1,70.0,,7.1
1690,2023-08-18,26.5,69.0,0.0,7.2
1691,2023-08-19,26.5,72.0,0.0,9.5
1692,2023-08-20,27.1,72.0,0.0,10.7
1693,2023-08-21,27.3,67.0,0.0,10.1
1694,2023-08-22,26.1,63.0,0.0,9.3
1695,2023-08-23,,,,
1696,2023-08-24,27.1,68.0,0.0,8.9
1697,2023-08-25,27.1,64.0,0.0,9.7
1698,2023-08-26,26.8,64.0,0.0,10.8
1699,2023-08-27,26.3,72.0,0.0,11.1
1700,2023-08-28,26.2,69.0,,10.4
1701,2023-08-29,27.1,64.0,0.0,9.0
1702,2023-08-30,27.8,64.0,0.0,10.3
1703,2023-08-31,26.2,71.0,0.0,11.0
1704,2023-09-01,26.2,62.0,0.0,10.6
1705,2023-09-02,25.5,68.0,0.0,10.8
1706,2023-09-03,25.9,67.0,0.0,10.5
1707,2023-09-04,,,0.0,
1708,2023-09-05,26.9,68.0,0.0,10.9
1709,2023-09-06,27.5,70.0,0.0,10.0
1710,2023-09-07,27.2,63.0,0.0,10.3
1711,2023-09-08,26.2,71.0,0.0,10.2
1712,2023-09-09,25.9,75.0,0.0,10.3
1713,2023-09-10,28.2,66.0,0.0,10.9
1714,2023-09-11,28.7,69.0,0.0,9.4
1715,2023-09-12,28.1,68.0,0.0,10.5
1716,2023-09-13,27.7,70.0,0.0,9.5
1717,2023-09-14,27.5,64.0,0.0,10.5
1718,2023-09-15,27.7,67.0,0.0,9.6
1719,2023-09-16,27.2,72.0,0.0,9.6
1720,2023-09-17,28.3,73.0,0.0,9.8
1721,2023-09-18,27.4,70.0,0.0,8.0
1723,2023-09-20,27.2,72.0,0.0,3.3
1724,2023-09-21,26.1,68.0,0.0,8.2
1725,2023-09-22,27.4,65.0,0.0,9.1
1726,2023-09-23,27.5,72.0,0.0,10.2
1727,2023-09-24,27.2,74.0,0.0,10.6
1728,2023-09-25,27.9,64.0,0.0,10.2
1729,2023-09-26,27.9,70.0,0.0,10.4
1730,2023-09-27,27.3,70.0,0.0,10.8
1731,2023-09-28,28.2,71.0,0.0,10.8
1732,2023-09-29,26.6,72.0,0.0,10.7
1733,2023-09-30,27.9,70.0,0.0,10.7
1734,2023-10-01,27.2,74.0,0.0,10.6
1735,2023-10-02,27.6,71.0,0.0,11.1
1736,2023-10-03,28.2,72.0,0.0,9.1
1737,2023-10-04,28.5,75.0,0.0,10.0
1738,2023-10-05,28.4,76.0,0.0,11.1
1739,2023-10-06,29.5,72.0,0.0,11.0
1740,2023-10-07,27.9,74.0,0.0,10.8
1741,2023-10-08,29.4,69.0,0.0,10.9
1742,2023-10-09,28.2,74.0,0.0,10.7
1743,2023-10-10,28.6,70.0,0.0,10.8
1744,2023-10-11,27.7,74.0,0.0,11.0
1745,2023-10-12,27.5,78.0,0.0,11.0
1747,2023-10-14,29.3,69.0,0.0,9.8
1748,2023-10-15,28.6,70.0,0.0,11.2
1751,2023-10-18,28.9,66.0,0.0,11.2
1752,2023-10-19,,,,
1753,2023-10-20,28.8,72.0,0.0,11.1
1754,2023-10-21,28.4,63.0,0.0,11.6
1755,2023-10-22,27.5,76.0,0.0,11.5
1756,2023-10-23,,,,
1757,2023-10-24,28.6,72.0,0.0,11.2
1758,2023-10-25,29.3,71.0,0.0,11.5
1759,2023-10-26,29.6,70.0,0.0,11.5
1760,2023-10-27,28.6,68.0,0.0,11.7
1761,2023-10-28,27.9,78.0,0.0,11.8
1763,2023-10-30,29.6,69.0,0.0,11.2
1764,2023-10-31,29.2,73.0,0.0,11.5
1765,2023-11-01,29.6,71.0,0.0,11.4
1766,2023-11-02,29.8,70.0,0.0,9.1
1767,2023-11-03,28.9,79.0,0.0,10.1
1768,2023-11-04,29.2,75.0,0.9,8.2
1769,2023-11-05,29.3,74.0,0.0,10.4
1770,2023-11-06,29.3,73.0,0.0,11.5
1771,2023-11-07,29.9,74.0,0.0,11.4
1772,2023-11-08,29.9,72.0,0.0,11.6
1773,2023-11-09,29.9,72.0,0.0,11.0
1774,2023-11-10,29.5,74.0,0.0,9.0
1775,2023-11-11,29.9,75.0,0.0,8.4
1776,2023-11-12,29.0,76.0,0.0,9.4
1777,2023-11-13,28.8,81.0,0.0,6.8
1778,2023-11-14,30.1,74.0,2.7,6.6
1779,2023-11-15,29.8,72.0,,10.0
1780,2023-11-16,28.7,79.0,0.0,9.1
1781,2023-11-17,27.6,86.0,1.5,7.0
1783,2023-11-19,30.0,71.0,0.0,10.5
1784,2023-11-20,30.2,71.0,0.0,10.5
1787,2023-11-23,30.3,72.0,0.0,11.7
1788,2023-11-24,29.3,73.0,0.0,10.2
1789,2023-11-25,29.5,73.0,0.0,6.0
1790,2023-11-26,28.1,80.0,0.0,7.8
1791,2023-11-27,28.8,77.0,3.5,7.7
1792,2023-11-28,27.8,82.0,0.5,8.1
1795,2023-12-01,27.3,86.0,,5.6
1800,2023-12-06,30.2,75.0,0.0,9.9
1801,2023-12-07,27.6,86.0,0.0,11.0
1805,2023-12-11,28.8,79.0,0.0,8.2
1806,2023-12-12,29.2,78.0,0.0,7.4
1807,2023-12-13,28.2,81.0,0.0,9.3
1808,2023-12-14,27.9,84.0,0.0,9.0
1809,2023-12-15,28.7,83.0,1.0,8.9
1810,2023-12-16,29.5,76.0,0.0,8.1
1811,2023-12-17,27.1,83.0,0.0,10.5
1813,2023-12-19,28.3,68.0,0.0,11.3
1814,2023-12-20,28.4,66.0,0.0,11.9
1815,2023-12-21,28.5,72.0,0.0,11.4
1816,2023-12-22,28.2,68.0,0.0,10.3
1817,2023-12-23,29.5,77.0,0.0,9.1
1818,2023-12-24,28.3,81.0,0.0,10.7
1819,2023-12-25,29.0,81.0,0.0,9.0
1820,2023-12-26,28.9,79.0,0.0,10.0
1821,2023-12-27,28.5,84.0,0.0,9.6
1822,2023-12-28,28.2,86.0,0.6,7.1
1824,2023-12-30,29.5,80.0,0.0,8.4
1826,2024-01-01,29.8,82.0,,5.6
1827,2024-01-02,29.6,82.0,0.0,11.2
1828,2024-01-03,29.3,82.0,0.0,10.5
1829,2024-01-04,28.1,86.0,2.3,9.3
1833,2024-01-08,27.7,86.0,,8.0
1834,2024-01-09,27.5,86.0,,7.0
1836,2024-01-11,28.6,82.0,0.0,9.4
1837,2024-01-12,29.0,70.0,0.0,8.8
1838,2024-01-13,29.3,66.0,0.0,11.0
1839,2024-01-14,29.4,76.0,0.0,10.3
1840,2024-01-15,29.1,80.0,0.0,10.2
1841,2024-01-16,27.0,88.0,,10.2
1843,2024-01-18,25.9,92.0,1.4,7.7
1845,2024-01-20,28.2,74.0,0.0,7.0
1846,2024-01-21,28.3,81.0,0.0,4.2
1850,2024-01-25,28.3,86.0,1.0,0.9
1851,2024-01-26,27.9,88.0,1.1,6.4
1853,2024-01-28,27.6,85.0,3.1,5.1
1854,2024-01-29,26.7,89.0,0.0,5.8
1856,2024-01-31,26.6,88.0,0.0,11.5
1858,2024-02-02,28.4,81.0,0.0,8.2
1859,2024-02-03,27.0,89.0,0.8,11.0
1860,2024-02-04,26.5,92.0,2.0,4.3
1863,2024-02-07,26.2,89.0,0.0,10.1
1867,2024-02-11,26.7,89.0,0.0,10.7
1871,2024-02-15,27.8,88.0,,5.3
1872,2024-02-16,27.3,88.0,,9.0
1874,2024-02-18,28.0,87.0,1.5,6.6
1875,2024-02-19,28.6,86.0,2.2,9.7
1876,2024-02-20,28.6,87.0,0.4,11.0
1877,2024-02-21,28.2,87.0,0.0,9.4
1881,2024-02-25,27.5,91.0,0.0,7.2
1883,2024-02-27,27.9,84.0,,6.2
1884,2024-02-28,27.4,88.0,0.0,8.5
1885,2024-02-29,28.1,86.0,0.0,7.5
1888,2024-03-03,27.7,89.0,0.0,6.3
1890,2024-03-05,28.5,86.0,,7.8
1891,2024-03-06,28.8,87.0,0.0,5.7
1892,2024-03-07,27.5,92.0,0.3,7.3
1894,2024-03-09,26.6,93.0,0.8,6.9
1904,2024-03-19,27.3,88.0,0.6,5.0
1905,2024-03-20,27.9,86.0,0.0,10.3
1906,2024-03-21,27.7,86.0,0.0,9.2
1907,2024-03-22,27.3,85.0,0.0,8.5
1908,2024-03-23,27.8,82.0,0.0,8.2
1909,2024-03-24,28.0,82.0,0.0,10.2
1910,2024-03-25,28.1,80.0,0.0,10.6
1911,2024-03-26,26.9,86.0,0.0,9.4
1913,2024-03-28,28.2,79.0,1.4,9.4
1914,2024-03-29,27.2,88.0,0.0,8.5
1916,2024-03-31,28.8,81.0,0.0,11.0
1917,2024-04-01,28.0,87.0,1.0,8.0
1918,2024-04-02,28.4,83.0,1.0,3.8
1919,2024-04-03,28.2,86.0,1.5,9.4
1920,2024-04-04,27.3,90.0,,4.0
1925,2024-04-09,28.4,86.0,0.0,0.8
1926,2024-04-10,28.0,86.0,0.0,9.3
1927,2024-04-11,27.2,89.0,,8.9
1928,2024-04-12,28.3,82.0,3.1,7.1
1929,2024-04-13,28.8,82.0,0.0,8.1
1930,2024-04-14,28.5,81.0,0.0,10.3
1931,2024-04-15,29.3,80.0,0.0,10.1
1932,2024-04-16,26.9,90.0,0.0,10.8
1933,2024-04-17,28.8,75.0,1.6,1.0
1934,2024-04-18,29.0,78.0,0.0,7.9
1935,2024-04-19,29.2,76.0,0.0,10.2
1936,2024-04-20,29.1,76.0,0.0,10.4
1937,2024-04-21,28.9,77.0,0.0,10.2
1938,2024-04-22,28.9,80.0,0.0,8.3
1939,2024-04-23,28.2,87.0,,6.8
1940,2024-04-24,28.6,82.0,1.0,2.6
1941,2024-04-25,28.2,87.0,0.0,6.3
1942,2024-04-26,29.1,75.0,0.7,5.8
1943,2024-04-27,29.4,79.0,0.0,10.5
1944,2024-04-28,29.5,70.0,,10.5
1945,2024-04-29,28.5,75.0,0.0,10.5
1946,2024-04-30,28.6,72.0,0.0,10.5
1947,2024-05-01,29.0,71.0,0.0,10.6
1948,2024-05-02,28.8,69.0,0.0,10.7
1949,2024-05-03,28.9,70.0,0.0,10.2
1950,2024-05-04,27.9,70.0,0.0,10.0
1951,2024-05-05,28.5,72.0,0.0,9.8
1952,2024-05-06,28.3,72.0,0.0,8.4
1953,2024-05-07,28.8,70.0,0.0,8.2
1954,2024-05-08,28.8,72.0,0.0,9.9
1955,2024-05-09,28.7,70.0,0.0,9.5
1956,2024-05-10,28.9,72.0,0.0,10.5
1957,2024-05-11,29.1,68.0,0.0,9.3
1958,2024-05-12,28.7,71.0,0.0,10.4
1959,2024-05-13,27.6,68.0,0.0,10.5
1960,2024-05-14,27.6,73.0,0.0,10.3
1961,2024-05-15,28.5,69.0,0.0,10.7
1962,2024-05-16,28.8,71.0,0.0,9.0
1963,2024-05-17,28.6,69.0,0.0,10.7
1964,2024-05-18,28.2,65.0,0.0,10.4
1965,2024-05-19,28.1,67.0,0.0,10.8
1966,2024-05-20,27.6,70.0,0.0,11.0
1967,2024-05-21,28.1,72.0,0.0,7.5
1968,2024-05-22,28.4,75.0,0.0,10.4
1969,2024-05-23,28.5,75.0,0.0,10.0
1970,2024-05-24,29.0,71.0,0.0,8.1
1971,2024-05-25,29.1,70.0,0.0,8.0
1972,2024-05-26,28.8,69.0,0.0,10.5
1973,2024-05-27,28.7,73.0,0.0,10.4
1974,2024-05-28,28.2,75.0,0.0,8.2
1975,2024-05-29,29.0,77.0,0.0,10.7
1976,2024-05-30,29.6,73.0,0.0,10.6
1977,2024-05-31,29.8,68.0,0.0,10.8
1978,2024-06-01,29.8,69.0,0.0,9.8
1979,2024-06-02,28.2,80.0,0.0,10.3
1980,2024-06-03,28.8,70.0,,6.9
1981,2024-06-04,28.4,66.0,0.0,5.8
1982,2024-06-05,28.1,67.0,0.0,9.5
1983,2024-06-06,28.2,72.0,0.0,9.3
1984,2024-06-07,27.3,78.0,0.0,9.7
1985,2024-06-08,28.2,74.0,0.0,7.1
1986,2024-06-09,28.8,71.0,0.0,8.3
1987,2024-06-10,28.1,72.0,0.0,9.2
1988,2024-06-11,27.5,74.0,0.0,8.6
1989,2024-06-12,27.5,68.0,0.0,9.4
1990,2024-06-13,28.3,74.0,0.0,10.5
1991,2024-06-14,27.5,77.0,0.0,7.8
1992,2024-06-15,27.2,75.0,0.0,10.5
1993,2024-06-16,28.0,71.0,0.0,8.9
1994,2024-06-17,27.5,68.0,0.0,10.0
1995,2024-06-18,26.9,67.0,0.0,10.5
1996,2024-06-19,26.8,66.0,0.0,9.9
1997,2024-06-20,26.4,68.0,0.0,10.6
1998,2024-06-21,27.0,67.0,0.0,10.4
1999,2024-06-22,28.1,66.0,0.0,10.3
2000,2024-06-23,27.7,70.0,0.0,10.2
2001,2024-06-24,26.7,77.0,0.0,6.4
2002,2024-06-25,27.3,74.0,0.8,4.2
2003,2024-06-26,27.4,76.0,0.0,8.0
2004,2024-06-27,27.8,77.0,0.0,9.9
2005,2024-06-28,28.4,76.0,0.0,10.8
2006,2024-06-29,28.6,65.0,0.0,10.0
2007,2024-06-30,28.7,66.0,0.0,8.3
